time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-09T16:32:12.000Z,65.2064,-149.8816,12.1,0.6,ml,8,208.799983296001,,0.8,ak,ak11530174,2015-03-17T18:55:51.808Z,"42km ENE of Manley Hot Springs, Alaska",earthquake
2015-03-09T16:56:14.000Z,59.975,-152.6982,86.5,1.7,ml,6,165.599986752001,,0.6,ak,ak11530175,2015-03-17T00:46:45.263Z,"53km WNW of Anchor Point, Alaska",earthquake
2015-03-09T17:03:21.310Z,38.8313333,-122.811,2.29,1.91,md,61,25,0.00796,0.05,nc,nc72408060,2015-03-10T11:09:02.986Z,"7km W of Cobb, California",earthquake
2015-03-09T17:03:34.890Z,35.0473333,-118.324,0.01,1.32,ml,16,78,0.05841,0.12,ci,ci37114295,2015-03-10T23:43:55.159Z,"14km W of Mojave, California",quarry blast
2015-03-09T17:03:46.000Z,61.9615,-149.2196,36.4,2,ml,,,,0.48,ak,ak11525448,2015-03-17T00:47:08.365Z,"24km N of Fishhook, Alaska",earthquake
2015-03-09T17:03:49.310Z,38.8308333,-122.8106667,2.45,1.4,md,28,41,0.007442,0.03,nc,nc72408065,2015-03-14T00:58:05.577Z,"7km W of Cobb, California",earthquake
2015-03-09T17:04:33.590Z,38.832,-122.8108333,2.54,0.47,md,29,44,0.008613,0.03,nc,nc72408080,2015-03-14T02:20:07.323Z,"7km W of Cobb, California",earthquake
2015-03-09T17:04:38.090Z,38.8096667,-122.8251667,2.68,1.48,md,50,47,0.003234,0.04,nc,nc72408075,2015-03-14T06:31:05.773Z,"6km WNW of The Geysers, California",earthquake
2015-03-09T17:10:33.000Z,61.4964,-149.9044,37.4,1.1,ml,8,147.599988192001,,0.31,ak,ak11530177,2015-03-17T00:46:41.976Z,"3km SE of Big Lake, Alaska",earthquake
2015-03-09T17:11:03.590Z,35.6731667,-121.085,3.74,0.77,md,13,94,0.05667,0.05,nc,nc72408090,2015-03-12T21:13:14.900Z,"10km ENE of San Simeon, California",earthquake
2015-03-09T17:11:34.490Z,33.5091667,-116.472,10.58,0.62,ml,10,191,0.06894,0.06,ci,ci37114319,2015-03-10T23:48:09.200Z,"19km ESE of Anza, California",earthquake
2015-03-09T17:12:43.180Z,38.8131676,-122.8273315,2.67,0.44,md,10,83,0.004529,0.02,nc,nc72408085,2015-03-09T17:52:05.465Z,"7km WNW of The Geysers, California",earthquake
2015-03-09T17:17:02.000Z,59.238,-152.059,62.4,2,ml,13,136.799989056001,,0.4,ak,ak11530178,2015-03-17T00:46:42.987Z,"53km SSW of Homer, Alaska",earthquake
2015-03-09T17:20:35.930Z,38.831665,-122.8098297,2.61,0.56,md,7,134,0.00826,0.01,nc,nc72408095,2015-03-09T18:02:04.837Z,"7km W of Cobb, California",earthquake
2015-03-09T17:25:29.970Z,33.4723333,-116.5668333,8.88,0.35,ml,18,135,0.03703,0.09,ci,ci37114335,2015-03-10T23:55:27.749Z,"14km SE of Anza, California",earthquake
2015-03-09T17:27:02.030Z,38.763,-122.7395,1.55,1.26,md,40,44,0.01099,0.06,nc,nc72408105,2015-03-13T23:24:05.579Z,"2km SE of The Geysers, California",earthquake
2015-03-09T17:27:15.980Z,33.1603333,-116.526,14.44,1.2,ml,33,73,0.09934,0.22,ci,ci37114343,2015-03-09T18:11:01.345Z,"12km NE of Julian, California",earthquake
2015-03-09T17:31:53.500Z,38.8424988,-122.8256683,2.31,0.18,md,6,132,0.008605,0.02,nc,nc72408110,2015-03-09T17:33:30.110Z,"9km WNW of Cobb, California",earthquake
2015-03-09T17:39:21.000Z,60.9857,-151.4477,78,1.7,ml,10,147.599988192001,,0.47,ak,ak11525488,2015-03-17T00:46:50.070Z,"34km NNW of Nikiski, Alaska",earthquake
2015-03-09T17:41:21.420Z,35.1073333,-118.8443333,5.16,1.06,ml,6,221,0.02275,0.07,ci,ci37114375,2015-03-10T23:57:51.315Z,"11km S of Arvin, California",earthquake
2015-03-09T17:42:10.720Z,38.8213348,-122.8048325,2.78,0.8,md,14,87,0.004582,0.03,nc,nc72408115,2015-03-09T18:28:06.714Z,"6km NW of The Geysers, California",earthquake
2015-03-09T17:42:37.440Z,33.4755,-116.5651667,8.95,0.31,ml,16,136,0.03639,0.07,ci,ci37114391,2015-03-11T00:02:13.442Z,"13km SE of Anza, California",earthquake
2015-03-09T17:45:22.210Z,34.6241667,-117.2963333,0.01,1.41,ml,14,242,0.06905,0.18,ci,ci37114383,2015-03-11T15:19:16.214Z,"10km N of Victorville, California",quarry blast
2015-03-09T18:03:20.210Z,33.472,-116.5668333,8.88,1.63,ml,31,78,0.03723,0.11,ci,ci37114447,2015-03-11T15:29:13.550Z,"14km SE of Anza, California",earthquake
2015-03-09T18:06:26.080Z,38.8153333,-122.82,3.46,1.53,md,53,45,0.009648,0.03,nc,nc72408125,2015-03-14T02:50:05.645Z,"6km NW of The Geysers, California",earthquake
2015-03-09T18:13:17.880Z,37.6231667,-118.8305,9.54,0.89,md,24,57,0.008281,0.03,nc,nc72408130,2015-03-10T17:19:06.052Z,"12km ESE of Mammoth Lakes, California",earthquake
2015-03-09T18:23:09.660Z,38.8154984,-122.8266678,3,0.56,md,12,90,0.006905,0.03,nc,nc72408135,2015-03-09T18:24:46.170Z,"7km NW of The Geysers, California",earthquake
2015-03-09T18:24:56.820Z,38.8351669,-122.8126678,2.03,0.45,md,8,121,0.01193,0.02,nc,nc72408140,2015-03-09T19:03:07.804Z,"7km W of Cobb, California",earthquake
2015-03-09T19:02:28.550Z,46.0925,-122.103,10.04,0.32,md,10,171,0.04642,0.19,uw,uw60981871,2015-03-09T19:15:17.930Z,"33km NE of Amboy, Washington",earthquake
2015-03-09T19:13:38.050Z,35.1086667,-118.7995,0.96,1.08,ml,8,90,0.03098,0.11,ci,ci37114559,2015-03-11T15:36:30.916Z,"12km SSE of Arvin, California",earthquake
2015-03-09T19:23:07.700Z,19.0645,-155.4413,37.6,2.5,Md,,194.4,0.08983153,0.13,hv,hv60868566,2015-03-10T03:26:10.663Z,"16km SSE of Pahala, Hawaii",earthquake
2015-03-09T19:30:49.300Z,18.9773,-155.3585,16.8,2.1,Md,,277.2,0.29644404,0.18,hv,hv60868581,2015-03-09T19:34:04.781Z,"28km SSE of Pahala, Hawaii",earthquake
2015-03-09T19:35:20.680Z,38.841835,-122.8278351,2.8,0.56,md,14,73,0.006798,0.02,nc,nc72408155,2015-03-09T20:23:02.828Z,"9km WNW of Cobb, California",earthquake
2015-03-09T19:36:05.370Z,44.0995,-121.348,0.01,1,md,8,135,0.03585,0.23,uw,uw60981901,2015-03-09T19:59:50.860Z,"5km NNW of Bend, Oregon",explosion
2015-03-09T19:39:41.300Z,47.1574,154.0639,41.96,4.7,mb,,104,6.398,0.84,us,us10001l1h,2015-04-08T17:46:07.046Z,"Kuril Islands",earthquake
2015-03-09T19:39:57.000Z,62.2225,-149.5682,20.5,1.1,ml,,,,0.56,ak,ak11525656,2015-03-17T00:47:05.784Z,"16km ENE of Y, Alaska",earthquake
2015-03-09T19:46:55.000Z,60.5284,-140.6084,14.4,1.2,ml,12,172.799986176001,,0.55,ak,ak11530181,2015-03-17T00:46:40.486Z,"113km ENE of Cape Yakataga, Alaska",earthquake
2015-03-09T19:48:40.000Z,60.162,-147.8434,7.8,1.6,ml,10,187.199985024001,,0.38,ak,ak11530182,2015-03-17T18:55:50.482Z,"82km SE of Whittier, Alaska",earthquake
2015-03-09T19:49:59.080Z,33.7055,-116.7618333,17.86,2.23,ml,76,22,0.04013,0.16,ci,ci37114583,2015-03-10T20:55:48.290Z,"6km SW of Idyllwild, California",earthquake
2015-03-09T20:00:48.110Z,33.5956667,-116.8215,10.53,0.52,ml,18,148,0.04067,0.14,ci,ci37114607,2015-03-11T15:56:24.444Z,"14km WNW of Anza, California",earthquake
2015-03-09T20:01:15.890Z,46.7267,154.5645,35.94,4,mb,,282,6.7,0.73,us,us10001n2l,2015-04-09T19:58:19.040Z,"East of the Kuril Islands",earthquake
2015-03-09T20:03:43.150Z,33.5236667,-116.735,4.3,0.15,ml,12,160,0.04167,0.07,ci,ci37114615,2015-03-11T16:00:14.712Z,"7km WSW of Anza, California",earthquake
2015-03-09T20:12:52.000Z,60.6202,-151.0918,62.4,2.5,ml,,,,0.75,ak,ak11525759,2015-04-09T16:39:16.040Z,"9km N of Ridgeway, Alaska",earthquake
2015-03-09T20:14:28.510Z,33.5946667,-116.8273333,9.11,0.55,ml,20,91,0.03916,0.28,ci,ci37114631,2015-03-10T15:21:58.357Z,"15km WNW of Anza, California",earthquake
2015-03-09T20:14:50.420Z,33.7036667,-116.7603333,17.91,2.12,ml,76,16,0.0392,0.18,ci,ci37114639,2015-03-10T19:37:51.360Z,"6km SW of Idyllwild, California",earthquake
2015-03-09T20:24:32.710Z,38.7916679,-122.7606659,0.02,0.95,md,12,69,0.02052,0.03,nc,nc72408170,2015-03-09T20:41:03.120Z,"1km NNW of The Geysers, California",earthquake
2015-03-09T20:40:36.150Z,52.4111,-32.0684,10,4.3,mb,,152,13.551,0.71,us,us10001n2n,2015-04-09T21:05:03.040Z,"Reykjanes Ridge",earthquake
2015-03-09T20:46:37.020Z,34.2005,-117.0765,9.63,0.88,ml,20,77,0.08163,0.14,ci,ci37114671,2015-03-10T23:28:29.835Z,"3km ESE of Running Springs, California",earthquake
2015-03-09T20:58:37.000Z,62.8762,-149.9701,79,1.1,ml,10,100.799991936001,,0.52,ak,ak11530184,2015-03-17T00:46:37.047Z,"61km N of Talkeetna, Alaska",earthquake
2015-03-09T20:59:25.320Z,44.5888333,-123.4945,0.01,1.75,md,5,172,0.09346,0.27,uw,uw60981986,2015-03-09T23:01:13.030Z,"11km WNW of Philomath, Oregon",explosion
2015-03-09T20:59:44.500Z,38.8193321,-122.8184967,2.99,0.18,md,7,129,0.00773,0.02,nc,nc72408185,2015-03-09T21:33:04.777Z,"7km NW of The Geysers, California",earthquake
2015-03-09T21:07:35.250Z,38.8328323,-122.8105011,2.44,0.43,md,11,93,0.009429,0.02,nc,nc72408195,2015-03-09T21:45:07.163Z,"7km W of Cobb, California",earthquake
2015-03-09T21:09:13.400Z,19.7539,-66.2928,128,3.4,Md,4,316.8,1.46515223,0.2,pr,pr15068002,2015-03-18T03:58:59.040Z,"142km N of Brenas, Puerto Rico",earthquake
2015-03-09T21:09:26.510Z,38.1983333,-122.316,9.47,1.33,md,22,78,0.03799,0.08,nc,nc72408200,2015-03-11T05:35:06.138Z,"5km WNW of American Canyon, California",earthquake
2015-03-09T21:11:42.500Z,36.6262,-97.6635,5.307,2.6,ml,,62,,0.43,us,us10001l3t,2015-03-18T04:00:40.709Z,"21km SSE of Medford, Oklahoma",earthquake
2015-03-09T21:18:04.004Z,39.578,-119.2222,8.8471,0.82,ml,8,172.18,0.183,0.1374,nn,nn00486568,2015-03-10T20:17:23.422Z,"4km SE of Fernley, Nevada",earthquake
2015-03-09T21:19:01.990Z,49.4361667,-120.5456667,0.01,2.18,md,7,227,0.6188,0.35,uw,uw60981996,2015-03-09T23:03:23.470Z,"3km SW of Princeton, Canada",explosion
2015-03-09T21:21:28.320Z,47.5435,-122.6805,20.17,0.47,md,5,317,0.07267,0.17,uw,uw60982001,2015-03-09T23:07:34.160Z,"1km SW of Navy Yard City, Washington",earthquake
2015-03-09T21:27:52.000Z,61.6617,-148.1253,15,0.8,ml,6,147.599988192001,,0.56,ak,ak11525863,2015-03-17T00:46:47.599Z,"41km ESE of Sutton-Alpine, Alaska",earthquake
2015-03-09T21:29:28.000Z,63.1585,-150.533,109.3,1.2,ml,,,,0.53,ak,ak11525864,2015-03-17T00:47:03.537Z,"83km WSW of Cantwell, Alaska",earthquake
2015-03-09T21:46:53.000Z,62.9125,-149.5928,76.9,1.4,ml,,,,0.46,ak,ak11525878,2015-03-17T00:46:59.739Z,"62km SSW of Cantwell, Alaska",earthquake
2015-03-09T21:48:03.000Z,61.2614,-146.797,28.5,1.4,ml,,,,0.3,ak,ak11525880,2015-03-17T00:47:04.546Z,"28km WNW of Valdez, Alaska",earthquake
2015-03-09T21:55:49.100Z,33.9368333,-116.0306667,3.58,0.92,ml,15,130,0.06909,0.26,ci,ci37114775,2015-03-10T15:21:26.098Z,"23km S of Twentynine Palms, California",earthquake
2015-03-09T21:59:14.000Z,63.4924,-151.3211,4.7,0.8,ml,8,115.199990784001,,0.64,ak,ak11530189,2015-03-17T00:46:37.663Z,"118km W of Cantwell, Alaska",earthquake
2015-03-09T22:01:14.040Z,38.846,-122.8278333,2.33,0.38,md,15,66,0.009329,0.03,nc,nc72408220,2015-03-14T01:34:56.830Z,"9km WNW of Cobb, California",earthquake
2015-03-09T22:06:08.000Z,64.7036,-147.9863,11.7,0.5,ml,9,79.1999936640005,,0.35,ak,ak11525881,2015-03-17T00:46:48.359Z,"16km S of Ester, Alaska",earthquake
2015-03-09T22:17:02.330Z,38.8224983,-122.8024979,3.32,0.3,md,8,114,0.005985,0.03,nc,nc72408225,2015-03-09T22:32:03.676Z,"6km W of Cobb, California",earthquake
2015-03-09T22:18:22.980Z,34.2233333,-117.4318333,14.59,1.28,ml,36,59,0.04811,0.25,ci,ci37114823,2015-03-10T15:22:01.770Z,"3km W of Devore, California",earthquake
2015-03-09T22:20:02.000Z,60.84,-147.8726,7.4,1.3,ml,8,154.799987616001,,0.89,ak,ak11525883,2015-03-17T00:46:46.072Z,"44km E of Whittier, Alaska",earthquake
2015-03-09T22:28:21.000Z,35.541,-97.2425,6.048,3,ml,,132,,0.63,us,us10001l46,2015-03-18T04:40:45.069Z,"4km SE of Jones, Oklahoma",earthquake
2015-03-09T22:31:26.000Z,61.7431,-147.202,31.3,2,ml,,,,0.66,ak,ak11525884,2015-03-17T00:46:57.173Z,"82km NNW of Valdez, Alaska",earthquake
2015-03-09T22:33:28.000Z,60.0447,-147.3513,1.6,1.7,ml,11,197.999984160001,,0.67,ak,ak11530193,2015-03-17T00:46:38.871Z,"88km NW of Middleton Island, Alaska",earthquake
2015-03-09T22:36:25.800Z,36.518,-121.1061667,10.4,2.09,md,75,49,0.0249,0.07,nc,nc72408240,2015-03-11T02:27:07.398Z,"22km ENE of Soledad, California",earthquake
2015-03-09T22:51:40.570Z,33.4793333,-118.2113333,0.02,2.84,ml,54,99,0.187,0.32,ci,ci37114839,2015-03-18T18:57:23.163Z,"19km NE of Avalon, California",earthquake
2015-03-09T22:52:52.240Z,36.7985,-121.5138333,4.75,0.81,md,23,55,0.02224,0.08,nc,nc72408255,2015-03-12T20:43:35.900Z,"5km SSE of San Juan Bautista, California",earthquake
2015-03-09T22:56:56.920Z,47.5665,-121.8253333,9,1.74,ml,17,79,0.07923,0.12,uw,uw60970412,2015-03-09T23:31:26.230Z,"4km N of Snoqualmie, Washington",earthquake
2015-03-09T23:02:18.030Z,38.8093333,-122.8235,3.07,0.15,md,19,59,0.00446,0.06,nc,nc72408260,2015-03-11T00:20:09.530Z,"6km WNW of The Geysers, California",earthquake
2015-03-09T23:05:43.000Z,65.7857,-148.2793,10.5,1,ml,12,82.7999933760005,,0.84,ak,ak11525978,2015-03-17T00:46:46.901Z,"105km NNW of College, Alaska",earthquake
2015-03-09T23:09:20.720Z,-10.6099,165.9698,119.32,4.5,mb,,104,4.955,1.11,us,us10001n2r,2015-03-29T22:57:48.962Z,"19km NE of Lata, Solomon Islands",earthquake
2015-03-09T23:09:30.200Z,38.8381653,-122.8030014,2.63,0.19,md,10,120,0.009888,0.02,nc,nc72408265,2015-03-09T23:27:06.040Z,"7km WNW of Cobb, California",earthquake
2015-03-09T23:16:01.000Z,64.9935,-147.3613,1,1.4,ml,,,,0.39,ak,ak11525979,2015-03-17T00:47:01.815Z,"23km NNE of Badger, Alaska",earthquake
2015-03-09T23:21:02.120Z,37.6315,-119.0351667,4.23,0.35,md,9,78,0.002939,0.04,nc,nc72408280,2015-03-10T21:31:05.216Z,"5km WSW of Mammoth Lakes, California",earthquake
2015-03-09T23:22:33.710Z,37.6298333,-119.0385,4.83,0.35,md,9,68,0.00539,0.06,nc,nc72408275,2015-03-10T16:40:43.550Z,"6km WSW of Mammoth Lakes, California",earthquake
2015-03-09T23:33:13.800Z,37.6536667,-118.9355,4.05,0.61,md,19,81,0.01281,0.06,nc,nc72408285,2015-03-10T17:25:05.507Z,"3km E of Mammoth Lakes, California",earthquake
2015-03-09T23:36:17.310Z,35.45,-118.3658333,8.19,1.21,ml,25,91,0.1646,0.32,ci,ci37114895,2015-03-10T15:21:55.850Z,"19km SE of Bodfish, California",earthquake
2015-03-09T23:36:34.720Z,13.3986,-89.6394,69.24,4.2,mb,,168,0.489,1.26,us,us10001n2v,2015-03-29T23:16:09.228Z,"29km SE of Acajutla, El Salvador",earthquake
2015-03-09T23:49:11.870Z,-24.2791,-67.2114,184.04,4.7,mb,,84,2.277,1.09,us,us10001l4m,2015-03-27T21:55:11.044Z,"90km W of San Antonio de los Cobres, Argentina",earthquake
2015-03-09T23:55:07.723Z,41.9041,-119.6402,2.7316,1.59,ml,5,215.83,0.124,0.133,nn,nn00486450,2015-03-13T22:29:18.590Z,"69km ESE of Lakeview, Oregon",earthquake
2015-03-09T23:55:19.000Z,38.8335,-122.7915,3.21,0.13,md,21,42,0.004984,0.05,nc,nc72408295,2015-03-11T00:27:10.920Z,"6km WNW of Cobb, California",earthquake
2015-03-09T23:59:19.130Z,36.9731667,-120.269,5.25,1.83,md,18,138,0.332,0.27,nc,nc72408310,2015-03-10T23:31:05.731Z,"13km SSW of Fairmead, California",earthquake
2015-03-10T00:01:07.490Z,36.7288333,-121.3775,3.89,0.48,md,18,66,0.03381,0.05,nc,nc72408305,2015-03-12T20:44:37.540Z,"9km S of Ridgemark, California",earthquake
2015-03-10T00:01:29.380Z,36.6425,-121.261,5.44,1.58,md,46,50,0.02588,0.07,nc,nc72408300,2015-03-10T22:57:06.943Z,"21km SSE of Ridgemark, California",earthquake
2015-03-10T00:12:17.230Z,33.5995,-116.8176667,9.63,1,ml,40,43,0.03947,0.22,ci,ci37114919,2015-03-10T15:21:50.000Z,"14km WNW of Anza, California",earthquake
2015-03-10T00:12:24.273Z,40.1315,-120.9944,7.7117,0.71,ml,4,301.17,0.276,0.0624,nn,nn00486527,2015-03-10T15:25:31.963Z,"3km WSW of Greenville, California",earthquake
2015-03-10T00:13:10.960Z,38.7589989,-122.7344971,2.2,1.19,md,12,130,0.01962,0.03,nc,nc72408315,2015-03-10T12:32:02.921Z,"2km SE of The Geysers, California",earthquake
2015-03-10T00:17:10.000Z,62.5703,-150.1531,17.3,1.1,ml,,,,0.49,ak,ak11529918,2015-03-16T20:07:11.912Z,"27km N of Talkeetna, Alaska",earthquake
2015-03-10T00:24:08.590Z,-56.5123,-143.0502,10,4.6,mb,,146,27.305,1.03,us,us10001m3f,2015-03-29T05:31:40.288Z,"Pacific-Antarctic Ridge",earthquake
2015-03-10T00:29:15.000Z,60.6425,-151.8557,78,1.5,ml,,,,0.41,ak,ak11529919,2015-03-16T20:07:12.584Z,"31km W of Nikiski, Alaska",earthquake
2015-03-10T00:33:24.000Z,64.8717,-147.7386,16.7,1.8,ml,,,,0.51,ak,ak11525981,2015-03-16T20:06:45.590Z,"3km NNW of Fairbanks, Alaska",earthquake
2015-03-10T00:33:52.930Z,36.641,-121.2628333,4.97,0.68,md,20,72,0.02677,0.08,nc,nc72408330,2015-03-11T06:07:05.998Z,"21km SSE of Ridgemark, California",earthquake
2015-03-10T00:40:09.320Z,38.8161667,-122.81,3.9,3.43,mw,84,21,0.007218,0.05,nc,nc72408335,2015-03-28T01:23:16.655Z,"6km NW of The Geysers, California",earthquake
2015-03-10T00:40:44.040Z,38.8108333,-122.7975,3.79,2.4,md,44,39,0.003337,0.02,nc,nc72408340,2015-03-14T07:30:10.704Z,"5km NW of The Geysers, California",earthquake
2015-03-10T00:40:53.230Z,38.8023333,-122.7688333,0.38,2.06,md,37,63,0.007321,0.06,nc,nc72408345,2015-03-14T03:00:09.638Z,"2km NNW of The Geysers, California",earthquake
2015-03-10T00:43:20.720Z,38.8095016,-122.7438354,1.22,0.37,md,8,109,0.02681,0.02,nc,nc72408350,2015-03-10T00:46:20.150Z,"2km SW of Cobb, California",earthquake
2015-03-10T00:44:12.870Z,38.8138351,-122.810997,3.45,0.81,md,16,72,0.009573,0.02,nc,nc72408360,2015-03-10T00:47:38.000Z,"6km NW of The Geysers, California",earthquake
2015-03-10T00:44:53.200Z,38.8146667,-122.8101654,3.75,0.55,md,12,110,0.008716,0.02,nc,nc72408365,2015-03-10T00:48:06.540Z,"6km NW of The Geysers, California",earthquake
2015-03-10T00:45:25.160Z,40.1683333,-121.0633333,7.18,1.56,md,15,114,0.1846,0.08,nc,nc72408380,2015-03-12T22:39:05.839Z,"10km WNW of Greenville, California",earthquake
2015-03-10T00:46:09.000Z,60.0968,-151.5404,57.9,1.6,ml,,,,0.32,ak,ak11525983,2015-03-16T20:06:50.783Z,"32km SSW of Cohoe, Alaska",earthquake
2015-03-10T00:46:22.420Z,38.8219986,-122.8093338,3.31,0.55,md,15,60,0.001509,0.02,nc,nc72408370,2015-03-10T00:48:41.580Z,"6km NW of The Geysers, California",earthquake
2015-03-10T00:47:41.960Z,38.8068333,-122.7988333,3.12,0.2,md,8,84,0.002982,0.02,nc,nc72408375,2015-03-11T07:57:05.858Z,"4km NW of The Geysers, California",earthquake
2015-03-10T00:48:27.190Z,38.8171654,-122.8098297,3.4,0.9,md,19,73,0.006223,0.03,nc,nc72408385,2015-03-10T00:50:46.040Z,"6km NW of The Geysers, California",earthquake
2015-03-10T00:49:14.840Z,-8.5132,109.1278,118.71,4.2,mb,,79,1.504,0.82,us,us10001m3e,2015-03-29T05:11:03.405Z,"89km S of Karangbadar Kidul, Indonesia",earthquake
2015-03-10T00:50:51.000Z,65.1231,-149.2693,8.6,0.7,ml,,,,0.82,ak,ak11525984,2015-03-16T20:07:39.455Z,"61km N of North Nenana, Alaska",earthquake
2015-03-10T00:52:11.000Z,63.9574,-148.6155,1,0.5,ml,,,,0.37,ak,ak11525986,2015-03-16T20:07:40.113Z,"20km ENE of Healy, Alaska",earthquake
2015-03-10T00:52:18.000Z,64.8883,-147.8011,17.2,0.1,ml,,,,0.32,ak,ak11529924,2015-03-16T20:07:13.348Z,"3km N of College, Alaska",earthquake
2015-03-10T00:52:49.000Z,64.8722,-147.7381,14.5,0.8,ml,,,,0.34,ak,ak11525985,2015-03-16T20:06:51.747Z,"3km NNW of Fairbanks, Alaska",earthquake
2015-03-10T00:55:58.740Z,37.65,-122.5143333,9.88,0.78,md,10,238,0.03387,0.03,nc,nc72408400,2015-03-13T22:37:04.157Z,"4km NNW of Pacifica, California",earthquake
2015-03-10T00:56:34.970Z,38.8201667,-122.8001667,3.13,0.18,md,17,59,0.008384,0.02,nc,nc72408390,2015-03-11T08:38:04.923Z,"6km W of Cobb, California",earthquake
2015-03-10T00:59:11.710Z,-6.1453,107.8862,284.75,4,mb,,86,1.402,0.66,us,us10001m3g,2015-03-29T22:07:11.921Z,"17km NNE of Pamanukan, Indonesia",earthquake
2015-03-10T00:59:15.040Z,38.8106667,-122.8145,2.5,1.46,md,54,36,0.01161,0.05,nc,nc72408395,2015-03-14T03:00:08.712Z,"6km NW of The Geysers, California",earthquake
2015-03-10T01:00:54.900Z,50.706,-173.3,25.55,4.3,mb,,139,1.599,0.77,us,us10001l4v,2015-03-20T02:29:32.720Z,"177km SSE of Atka, Alaska",earthquake
2015-03-10T01:01:54.000Z,63.3357,-144.7562,3.9,1.2,ml,,,,0.68,ak,ak11525990,2015-03-16T20:07:44.681Z,"64km SSE of Deltana, Alaska",earthquake
2015-03-10T01:03:19.000Z,63.9646,-148.6943,5.3,1.6,ml,,,,0.52,ak,ak11525989,2015-03-16T20:06:46.249Z,"17km NE of Healy, Alaska",earthquake
2015-03-10T01:04:27.610Z,37.5385,-115.3084,0,0.56,ml,5,137.81,0.243,0.2174,nn,nn00486447,2015-03-10T01:37:50.162Z,"23km NNW of Alamo, Nevada",earthquake
2015-03-10T01:04:47.700Z,19.3253,-65.1212,49,3,Md,3,334.8,1.02318111,0.23,pr,pr15069000,2015-03-20T04:25:54.040Z,"110km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-03-10T01:05:20.000Z,63.9531,-148.6489,12.6,1,ml,,,,0.72,ak,ak11525995,2015-03-16T20:06:48.765Z,"18km NE of Healy, Alaska",earthquake
2015-03-10T01:07:38.390Z,38.8138351,-122.8098297,3.61,0.18,md,7,157,0.01277,0.02,nc,nc72408410,2015-03-10T01:09:15.150Z,"6km NW of The Geysers, California",earthquake
2015-03-10T01:07:56.000Z,1.6767,-30.8385,14.92,4.7,mb,,136,9.006,0.5,us,us10001m3h,2015-03-20T02:42:00.690Z,"Central Mid-Atlantic Ridge",earthquake
2015-03-10T01:11:54.000Z,63.9511,-148.6217,3.6,1.4,ml,,,,0.7,ak,ak11525996,2015-03-16T20:06:44.085Z,"19km ENE of Healy, Alaska",earthquake
2015-03-10T01:13:43.193Z,40.183,-121.0294,2.2523,1.13,ml,5,298.38,0.334,0.1332,nn,nn00486454,2015-03-10T01:43:21.066Z,"8km NW of Greenville, California",earthquake
2015-03-10T01:16:01.560Z,37.0361667,-120.2261667,1.03,1.68,md,5,264,0.2769,0.02,nc,nc72408420,2015-03-11T00:34:04.858Z,"5km SSW of Fairmead, California",earthquake
2015-03-10T01:17:35.000Z,63.9635,-148.6281,7.3,0.8,ml,,,,0.36,ak,ak11525999,2015-03-16T20:07:38.719Z,"20km NE of Healy, Alaska",earthquake
2015-03-10T01:18:11.400Z,38.7913322,-122.7360001,2.18,0.89,md,9,89,0.01529,0.01,nc,nc72408415,2015-03-10T02:04:04.206Z,"2km NE of The Geysers, California",earthquake
2015-03-10T01:26:36.000Z,62.1056,-147.8611,18,2.7,ml,,,,0.53,ak,ak11526000,2015-03-20T02:51:06.040Z,"62km NE of Sutton-Alpine, Alaska",earthquake
2015-03-10T01:43:42.000Z,63.9048,-148.2682,19,1.3,ml,,,,0.76,ak,ak11526008,2015-03-16T20:06:44.797Z,"34km E of Healy, Alaska",earthquake
2015-03-10T01:48:30.000Z,59.4336,-152.699,78.4,2,ml,,,,0.34,ak,ak11529934,2015-03-16T20:07:14.117Z,"62km SW of Anchor Point, Alaska",earthquake
2015-03-10T01:50:37.850Z,38.8138351,-122.8101654,3.65,0.41,md,10,93,0.01301,0.02,nc,nc72408430,2015-03-10T02:15:06.641Z,"6km NW of The Geysers, California",earthquake
2015-03-10T02:04:43.550Z,38.8148346,-122.8081665,3.86,0.55,md,8,80,0.008677,0.02,nc,nc72408440,2015-03-10T02:25:06.154Z,"6km NW of The Geysers, California",earthquake
2015-03-10T02:07:01.000Z,63.9577,-148.6379,3.6,0.9,ml,,,,0.44,ak,ak11526011,2015-03-16T20:06:47.342Z,"19km NE of Healy, Alaska",earthquake
2015-03-10T02:11:05.500Z,44.4084,-112.9463,14.2,1.1,mc,15,115.199990784001,0.07905175,0.12,mb,mb15768816,2015-03-11T17:44:06.339Z,"37km SW of Lima, Montana",earthquake
2015-03-10T02:15:19.730Z,35.9448333,-117.9125,9.64,1.12,ml,22,42,0.06528,0.27,ci,ci37115055,2015-03-10T15:21:43.540Z,"1km NNW of Little Lake, California",earthquake
2015-03-10T02:16:42.280Z,37.413,-119.4595,5.04,1.3,md,6,309,0.2259,0.06,nc,nc72408460,2015-03-11T01:03:09.517Z,"19km ENE of Oakhurst, California",earthquake
2015-03-10T02:19:17.550Z,38.8171667,-122.7991667,3.55,0.24,md,27,36,0.009669,0.06,nc,nc72408465,2015-03-14T01:53:01.750Z,"5km NW of The Geysers, California",earthquake
